"pMLSNumber","pOfficeMLSCode","pMLSKey","pHeadline","pScrollingText","pScrollingTextFont","pScrollingTextWeigt","pScrollingTextColor","pScrollingTextSize","pRealtorDescription","pRealtorDescriptionDisplay","pOpenHouseMonth","pOpenHouseDay","pOpenHouseYear","pOpenHouseStart","pOpenHouseEnd","pOpenHouseRefreshments","pOpenHouseHeading","pOpenHouseAddress","pOpenHouseCity","pOpenHouseState","pOpenHousePostalCode","pOpenHouseComments","pOpenHousePhoneType","pOpenHousePhoneAreaCode","pOpenHousePhonePrefix","pOpenHousePhoneSuffix","pOpenHousePhoneExt","pOpenHouseMonth1","pOpenHouseDay1","pOpenHouseYear1","pOpenHouseStart1","pOpenHouseEnd1","pOpenHouseRefreshments1","pOpenHouseHeading1","pOpenHouseAddress1","pOpenHouseCity1","pOpenHouseState1","pOpenHousePostalCode1","pOpenHouseComments1","pOpenHousePhoneType1","pOpenHousePhoneAreaCode1","pOpenHousePhonePrefix1","pOpenHousePhoneSuffix1","pOpenHousePhoneExt1","pOpenHouseMonth2","pOpenHouseDay2","pOpenHouseYear2","pOpenHouseStart2","pOpenHouseEnd2","pOpenHouseRefreshments2","pOpenHouseHeading2","pOpenHouseAddress2","pOpenHouseCity2","pOpenHouseState2","pOpenHousePostalCode2","pOpenHouseComments2","pOpenHousePhoneType2","pOpenHousePhoneAreaCode2","pOpenHousePhonePrefix2","pOpenHousePhoneSuffix2","pOpenHousePhoneExt2","pOpenHouseMonth3","pOpenHouseDay3","pOpenHouseYear3","pOpenHouseStart3","pOpenHouseEnd3","pOpenHouseRefreshments3","pOpenHouseHeading3","pOpenHouseAddress3","pOpenHouseCity3","pOpenHouseState3","pOpenHousePostalCode3","pOpenHouseComments3","pOpenHousePhoneType3","pOpenHousePhoneAreaCode3","pOpenHousePhonePrefix3","pOpenHousePhoneSuffix3","pOpenHousePhoneExt3","pOpenHouseMonth4","pOpenHouseDay4","pOpenHouseYear4","pOpenHouseStart4","pOpenHouseEnd4","pOpenHouseRefreshments4","pOpenHouseHeading4","pOpenHouseAddress4","pOpenHouseCity4","pOpenHouseState4","pOpenHousePostalCode4","pOpenHouseComments4","pOpenHousePhoneType4","pOpenHousePhoneAreaCode4","pOpenHousePhonePrefix4","pOpenHousePhoneSuffix4","pOpenHousePhoneExt4","pVirtualTourURL"
"ML81689619","APR-10","CRIA",,,,,,,"Views, Views, Views! Come and enjoy this spacious 4 bedroom, 2 bath home in the desirable neighborhood of Mills Park. Loved my one family and ready for yours.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://tours.dennismayer.com/940557"
"ML81689695","APR-07","CRIA",,,,,,,"Cute house with ocean views located near the Fitzgerald Marine Preserve and within walking distance to the beach. You'll feel like you are on vacation everyday with the sound of the surf nearby. Attached garage, separate carport and lots of off street parking.May be leased with or without furnishings at no additional cost. Friendly pets welcome and negotiable.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81689708","APR-11","CRIA",,,,,,,"On a private road surrounded by pine trees and horse pastures, this contemporary house is only 25 minutes from downtown SF. Professional kitchen, open floor plan, cathedral ceilings, reclaimed wood floors with french doors opening to decks and layers of yard with private hot tub overlooking Montara Mountain make it perfect for families and entertaining. Bonus loft, Japanese tub, side yard connected to open Caltrans land and large in-law with private entrance and successful rental history (lower level of 800 sq' was completed with permits by the prior owner). 1.2 miles from Montara Beach, off of Sunshine Valley Road. A great deal for buyer willing to give a little TLC.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81689716","APR-03","CRIA",,,,,,,"Enjoy this comfortable retreat, located on a flag lot tucked away amid the trees yet perched high enough to enjoy city lights and bay views in the distance. A reverse floor plan allows for the common living space to have breathtaking views. There are 4 bedrooms and 2 baths on the lower level, including a spacious master suite with his and hers closets and a private bath with walk-in shower","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81689729","APR-05","CRIA",,,,,,,"Absolute stunner in West Menlo bordering Atherton. This gorgeous home was transformed in 2012 and shows like new. Gorgeous vaulted ceilings w/ exposed beams in the kitchen, family room & dining room. Exquisite kitchen w/ expansive Calacatta marble island & counters displaying beautiful veining. Dual Bosch ovens, dual Bosch dishwashers, Subzero refrigerator and a Viking gas stove would please the discerning chef. A state of the art AV system w/ in-ceiling speakers & multiple zones (interior & exterior) throughout the home. Master Bedroom features an oversized walk-in closet w/ custom built-in cabinetry. Spa-like Carrara marble master bath includes a steam shower w/ connected access to outdoor shower, hot tub and sitting area. Huge sun-filled wrap around yard has expansive lawn & three patios for outdoor entertainment. Lovely border plants w/ lively citrus trees. Located in award winning Las Lomitas School District. Walking distance to Las Lomitas (K-3), Sacred Heart Prep and Menlo.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1915661"
"ML81689741","APR-01","CRIA",,,,,,,"Exceptional luxury gated estate nestled in one of the most highly sought out neighborhoods in Saratoga. Dramatic architecture with stunning timeless appeal. Spectacular entry foyer. Open floor plan design with soaring ceilings. Spacious gourmet kitchen with large island, custom cabinets, stone counter tops and all the latest amenities. Kitchen opens to large family great room. Beautiful hardwood floors. Landscape/grounds are amazing. Remarkable pool with pebble-tech finish. Dramatic water features, custom stone, lighting and other choice materials create this 5-Star resort experience. Sport court and much more... Saratoga schools! Perfect for the California lifestyle!!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/1890511"
"ML81689743","APR-01","CRIA",,,,,,,"Stunning French Country estate nestled in one of Saratoga's most beautiful and exclusive neighborhoods. Sited on just over 1 acre, beautifully framed with mature oaks, pine, redwood and cedar trees. Custom milled pecan herringbone floors in the entry and formal dining room. Custom pecan floors in other areas of the home. Dramatic high ceilings throughout. Exceptional layered moldings, casings, base boards and wainscoting throughout. Dramatic open floor plan design enhanced my meticulous craftsmanship and detail. Large gourmet kitchen with cherry cabinets, granite counter tops and commercial grade appliances. Six bedrooms and six and 1/2 baths. Gracious master suite with spa inspired bathroom and a huge walk-in closet. Dramatic formal library/office with soaring ceilings, built-in cherry cabinets, layered moldings, wainscoting and fireplace. Large game/bonus room. 1,000+ bottle wine room. Oversized 3-car garage. Saratoga schools and much more...","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1919774"
"ML81689767","APR-09","CRIA",,,,,,,"Enjoy ocean views from this beautiful 4 bedroom and 2 bathroom home located above the Monterey Bay on a private, quiet quarter acre lot. The entry level features hardwood floors and lots of natural light, incorporating bay views in the master bedroom and living room. Off the living room, the kitchen is equipped for hosting with two sinks, two ovens, and an open concept. Downstairs you'll find a large family room, laundry room, two bedrooms, and updated bathroom. The semi-circular driveway and over-sized two car garage with workshop will provide plenty of space for your vehicles, outdoor accessories, and projects. To top it off, you're just minutes away from the Del Monte Shopping Center, Whole Foods, and surrounding beaches. Welcome home to 20 Sierra Vista Drive.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81689788","APR-09","CRIA",,,,,,,"Enjoyable, spacious and renovated corner unit, this large three bedroom residence in Ocean Pines enjoys a little more space than most others with nearly 2,000 square of living space. One level up from the ground, the elevator is convenient, the light pattern is wonderful and the living space is open and welcoming. There are two spacious bedrooms with a sitting room on one side and a private master bedroom on the other. A real laundry room with storage space, ample closets throughout, this rare 3 bedroom offers value in location, condition and size.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81689791","APR-04","CRIA",,,,,,,"Beautifully Appointed in a Stunning Setting. 4 bedrooms, office, and 2.5 baths on one level. Remarkable setting with exceptional views. Skylights and walls of windows. Wonderfully updated chefs kitchen and adjoining family room. Chalk-board lined study area plus large office. Attached 2-car garage with EV charging. Creekside setting with vast level areas for play and entertaining. MDA: 9,629 SF and MDA: 5,000 SF(per seller).","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.24990LaLoma.com"
"ML81689799","APR-04","CRIA",,,,,,,"New Magnificent GreenPoint-Rated Villa on More than One Acre. Just-completed new villa with GreenPoint rating. Three levels with 6 bedroom suites and 7.5 total baths. Office, recreation room, versatile home theatre, wine cellar, bar, and fitness center plumbed for sauna. Approximately 8,625 square feet of living space and over 10,000 square feet* with covered areas. Attached 3-car garage with EV wiring. Immense front yard with mature pine trees and beautifully manicured grounds. Expansive rear paver stone terrace plus outdoor kitchen. Approximately 1.18 acres with electric gated entrance.","custom","02","03","2018","13:30","16:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://12501Zappettini.com"
"ML81689801","APR-02","CRIA",,,,,,,"Welcome to this Fabulous Newer Town home located in picturesque Willow Glen. This home is situated as an end with unit with abundant windows, soaring ceiling and sun-filled rooms. Nestled in a quaint community, yet close proximity to downtown Willow Glen. Elegant, yet warm and welcoming describe this wonderful home! Formal entry flows to this stylish open floor plan. Gourmet kitchen with tile counters, gas range, built-in microwave, pantry and new tile floor. The kitchen is open to the dining area spacious living room. Fabulous spacious master suite has a huge walk in closet and the spa like master bath has a sunken tub, separate stall shower and dual sinks. The muti-purpose bonus room is a potential 3rd bedroom, family room, or an office/den. Other high quality features include brilliant new engineered hardwood floors on the first level, new carpet upstairs, dual pane windows, and recessed lighting. Indoor laundry. Two car attached garage.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1912083"
"ML81689820","APR-02","CRIA",,,,,,,"Unique Opportunity! Build your dream estate home with a resort style outdoor living area on just under one acre lot in a Sought after Los Gatos neighborhood. Value in land only. Spectacular views of the valley, city lights, mountain views. Blocks to downtown and Los Gatos schools and easy access to Hwy 17 and 85. Renderings are only conceptual by Tom Sloan of metro architects. You can build ANY STYLE HOME you want within the town guidelines. Property should support a 5000 sq. plus home. There are two existing structures, be careful unsafe. The new building pad is below the guest house. Property in process of address change to 10 Drysdale. Current address is 15925 Quail Hill DO NOT GO UP QUAIL HILL, PLEASE GO TO THE CORNER OF DRYSDALE AND SHADY Design possibilities by Tom Sloan Architect","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1842845"
"ML81689828","APR-06","CRIA",,,,,,,"Located in the desirable Lyon-Hoag neighborhood, flourishing with trees and manicured streets, This home with its storybook facade and lively interior offers a comfortable living room features soaring ceilings with exposed wood beams and focal point fireplace, opens to a den / library with built in shelving. Formal dining room appointed with built in china cabinet and buffet. Remodeled eat-in-kitchen with ample cabinetry and counter space as well as built in desk. Two bedrooms with jack-and-jill bathroom and additional half bathroom on entry level. Large master suite with two walls of closets and en-suite bathroom, a versatile bonus room, 4th bedroom or family room. laundry room and hall bathroom on upper level. Richly stained hardwood floors. Detached garage with French doors to the yard for an optional use as play room or work studio. Gated extended driveway useful for additional parking or play area. - Available for occupancy March 1st 2018","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81689844","APR-04","CRIA",,,,,,,"Spectacular opportunity for all in the highly desired area of the Golden Triangle. Tucked away on a quiet court this spacious three bedroom home with large bonus room offers several options!!! Remodel, move right in or build your dream home on this large 15,000 lot! Award winning Saratoga Schools and minutes from Saratoga town.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1913297"
"ML81689876","APR-01","CRIA",,,,,,,"New listing! 4 bed/3 bath, 2,700+/- SF home on a large 1-acre+/- lot. Separate family, dining, utility, & living rooms. Vaulted-ceiling Living room w/redwood beams. Master suite w/large walk-in closet. Master bath has double-sink-vanity, separate tub & shower. Dual-central-heating zones. New carpet throughout, new interior paint almost throughout. Potential secondary access from Daves Ave. 3-car garage. Large backyard w/ Mature oak, palm & redwood trees. Trust sale - have your agent follow/see offer instructions. Schools: Saratoga Elementary schools, Redwood Middle, Saratoga High.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1921772"
"ML81689882","APR-01","CRIA",,,,,,,"Rare 4 Bedroom, 3.5 Bathroom home only one block from the Historic Saratoga Village on the quiet side of town. Walk to School, shopping, and fine dining! You will love the convenience of it all! Professionally landscaped lot with stone walls, paver driveway and walkways, vegetable garden area, Spa, outdoor kitchen and more. Inside you will enjoy a light and bright kitchen with Italian Quartzite countertops, high end stainless steel appliances and hardwood floors, and glass sliding doors leading to the spacious patios and gardens. Upstairs patio/deck is perfect for entertaining or personal reflection. OPEN HOUSE SAT. AND SUN. JANUARY 27TH AND 28TH. Do not wait! This will not last!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1919834"
"ML81689929","APR-02","CRIA",,,,,,,"Spacious top floor unit with vaulted ceilings and lots of natural light. Engineered hardwood through out. Kitchen equipped with 1-year new stainless steel appliances including refrigerator, microwave, oven/range and dishwasher. Huge master with recessed lights. Den covered to a bedroom. Cozy living room with gas fireplace. High ceiling bathroom has a double-sink vanity and Washlet. Great location: close to BART, ACE train, Quarry lakes, shopping and more! Top Fremont Schools: Thornton Junior High School(8), and American High School (9)","custom","02","03","2018","12:00","15:00",,,,,,,,,,,,,"02","04","2018","14:00","17:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.tourfactory.com/1918173"
"ML81689949","APR-06","CRIA",,,,,,,"Privately tucked away at the end of Vera Av. and King St., this adorable 3bd., 1ba, home has been completely remodeled. Kitchen and bath have been remodeled to freshly compliment this vintage home.Upgrades include new insulation, doors, window coverings, new furnace with A/C, modern light fixtures throughout and newer windows. Separate laundry room with washer and gas dryer. Beautiful low maintenance landscaping with a self watering system in back yard, fully fenced and a canopied patio. Perfect for entertaining. Gardener and exterior pest control included. Short walk to Red Morton Community Park.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1921843"
"ML81689969","APR-03","CRIA",,,,,,,"Affordable Elegance in Old Palo Alto! Set back from the street with a private and secure location in the most desirable neighborhood in the city, this 3 bedroom/2 bath home has everything you could wish for. Enter through the formal living room anchored by a wood-burning fireplace and warm hardwood floors. French doors lead to the flagstone front porch, ideal for lounging under the awning. The kitchen features a granite-topped peninsula and opens to the great room bathed in natural light, with vaulted ceilings, large skylights, and a second fireplace. The spacious master suite offers a large walk-in closet, tiled bath with frameless shower, and soaring ceilings. Two generous guest bedrooms share a hall bath. The rear yard is accessed by sliding doors off the great room and master suite, which open to a large deck perfect for al fresco dining and entertaining. Also featuring a detached garage and electric car charger.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1914078"
"ML81690018","APR-02","CRIA",,,,,,,"Stunning Townhome! Quality upgrades! Kitchen features a 5-burner gas range, granite counters, built-in microwave & marble floor. Brand new Master Bath with Granite Counters, Custom Cherry Cabinets, Porcelain Shower w/Brushed Nickel Trim, Porcelain Floors, Double Sinks w/Brushed Nickel Faucets * Master Bedroom Walk-In Closet * Guest Bedroom Boasts a Secret Storage Area at Back of Closet * Maple Cabinets & New Shower Door in Guest Bath * Spacious Cabinets & Marble Flooring in Laundry Room * New Cherry Cabinets, Beveled Mirror, Marble Floor & Obscured Glass Door in Powder Room * Recessed Lighting * Vaulted Ceiling in Living Room and Bedrooms, Skylight * Dual-Pane Windows * All New Light Fixtures * New Carpet * New Paint * Crown Molding * 1-Year-Old Hot Water Heater * Newer Furnace * Copper Plumbing * 2-Car Attached Garage * 372+/- Sq Ft Patio * End Unit * Lemon Tree * Community Pool, Spa & Clubhouse","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1920293"
"ML81690041","APR-06","CRIA",,,,,,,"Stunning Alden Crossing home offers a family room, loft & office/den & 3 Car garage. Light filled living room w/wood burning fireplace, vaulted ceilings & bay window. Formal dining room opens to expansive granite topped wet bar and sub-zero wine fridge. Separate family room w/fireplace & ceiling height built-in display shelves leads to the chef's kitchen showcasing granite counters, center island, full sized fridge & freezer, top of the line appliances and a quaint casual dining area. The main level also offers a master bedroom retreat and a den/office, complete w/ ample closet space & a luxury en-suite bathroom. A grand staircase leads to a versatile loft space that could be used as a play room, 3 additional bedrooms & an updated hall bathroom and plenty of storage. Additional amenities include a guest half bath, large laundry room, 3-car attached garage. HOA + membership to Port Royal pool, spa, clubhouse, gym & tennis courts. OH Sat 2/3 1:30-4 & 2/4 1:00-3pm","custom","02","03","2018","13:30","16:00",,,,,,,,,,,,,"02","04","2018","13:00","15:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://179Thatcher.com"
"ML81690078","APR-18","CRIA",,,,,,,"Charming home located in the desired Cambrian area. Slab granite kitchen countertops and backsplash, marble floors with granite inlays. Cozy living room with updated fireplace with slab granite hearth and coordinating marble tile. 3 good size bedrooms with recessed lighting and ceiling fans. Remodeled bathrooms with slab granite vanities, marble floors and decorative tiles. 2 car garage converted into extra living space, bedroom/office and laundry room (included in SF). Space can easily be converted back to garage. Large rear yard with charming garden boxes and wood deck and BBQ area. Great commute access. Walking distance to public transportation.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81690103","APR-01","CRIA",,,,,,,"Beautiful 19 year new Pulte home in quiet community close to Campbell Community Center, downtown Campbell, post office, schools, numerous parks, easy access to San Tomas Expy and Freeways. Spacious 4 or 5 bedroom model (currently a 3 bedroom as master has been extended but can easily be converted back to 4th bedroom) plus a bonus room/loft which could be the 5th bedroom. Wonderful floorplan with an open family room kitchen and separate living and dining area. Tremendous amount of extra storage in the attic upstairs. Gourmet kitchen with top of the line everything including stainless steel appliances and a walk in pantry! Recessed lighting throughout as well as paneled interior doors, an abundance of light with the numerous windows, vaulted and high ceilings, air conditioning and an oversized yard.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1922738"
"ML81690115","APR-03","CRIA",,,,,,,"Amazing opportunity to live in downtown Los Altos. Enjoy urban living in this rare and beautiful bldg built in 2015. 2 spacious bedrooms, 2 luxurious bathrooms, plus office/bonus room, laundry room, open floor plan, gourmet kitchen w/high end appliances. Stunning LR w/hi ceilings, crown molding, recessed lighting, plantation shutters and more. Formal dining area w/ built in cabinets and counter space. Outdoor patio. HOA features: secure bldg, underground parking, concierge services, club room, gym, roof top deck & bbq area. Fabulous location near shops, restaurants and more. Award winning Los Altos schools. Truly a rare find!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1900147"
"ML81690122","APR-05","CRIA",,,,,,,"Stunning, high-end, modern new construction in desirable Atherton location offers &#177;11,020+sf of incomparable indoor-outdoor living.6BR 7.5BA +formal office.Chef's kitchen features high-end appliances, custom cabinetry & generous island with barstool seating.Walls of glass open completely on main level to beautifully landscaped backyard with pool & cabana, allowing seamless transition from indoors to outdoors.Luxurious master suite & spa-like master bath w/ soaking tub, his/her water closets & incredible, lavish walk-in closet. 5 additional en-suite bedrooms w/ custom closets.Lower level amazes w/ wall-length bar, theater room, glass-enclosed wine cellar or gym, & entertainment area w/ walls of glass that open up to generous patio.Lounge poolside or in the cabana with built-in kitchen.Blocks to Downtown Menlo Park,Caltrain & top-rated MP schools, a walker's paradise.A truly unique blend of modern luxury in Atherton w/ all of the conveniences of being close to town.A very rare offering.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://my.matterport.com/show/?m=Kt3ZSvuAtra"
"ML81690131","APR-04","CRIA",,,,,,,"Beautifully remodeled home situated on a large, corner lot with attractive landscaping. The exceptional backyard offers a hot tub, pergola covered patio, paver seating area and terraced landscaping. This open and airy floor plan boasts hardwood flooring, designer gas fireplace with custom mantel, skylight, custom trim, newer windows, tankless water heater, neutral color palate, surround sound and more. Absolutely gorgeous kitchen features tile backsplash, Alderwood cabinets with display doors, Caesarstone counters, walk-in pantry and exceptional Miele appliances. The stylish master suite has a luxurious private bathroom with a stunning walk-in tile shower, dual vanities, custom built-ins, and upgrades galore. Located in a wonderful neighborhood with highly rated schools, and close to shopping, dining, Princeton Plaza Mall, De Anza Park, Almaden Valley Athletic Club. Call today to see this lovely home!","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1917403"
"ML81690134","APR-05","CRIA",,,,,,,"Built in 1925 and fully restored with designer touches throughout in 2014, this Craftsman-style residence combines a rich nod to the past with modern functionality and simplicity. The home exudes livability, beckoning a family to settle in and build a life together. The rooms flow effortlessly into one another with custom built-ins throughout. Family and friends can mingle in the open, airy kitchen/family room with a floor-to-ceiling marble fireplace and double French doors that open to the gorgeous back yard with a fire pit, entertaining terrace, and swimming pool. 5 bedrooms - 4 upstairs including the luxurious master suite with fireplace and marble bath with a soaking tub and steam shower. The main floor bedroom suite boasts a private entrance, sitting area, spa-like bathroom and mini-kitchenette. Menlo Park schools - Encinal K-5 and Hillview 6-8,","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81690202","APR-04","CRIA",,,,,,,"This highly desirable, end unit Townhome is conveniently located in the gated Expressions Complex. A formal tiled entry with door to the attached one car garage, and storage spaces, also leads to grand open living room with soaring ceilings, fireplace, door to patio area and tons of windows offer natural lighting. The loft style dining area overlooks the living space. An open and remodeled kitchen with granite counters, wood cabinetry, s/s appliances, and a pantry allows quiet enjoyment for food preparation. A Door from kitchen to an inviting balcony allows fresh air to filter through the home. UPSTAIRS: The Laundry closet with washer and dryer is conveniently located between the 2 bedrooms. The Master Suite has a large walk-in closet, spacious bath with tub and stand alone shower. The 2nd bedroom, also an ensuite, has its own bathroom with shower. What's more? A 2nd detached garage, directly across the street, allows parking for a 2nd car and storage.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81690217","APR-10","CRIA",,,,,,,"TOTAL FIXER UPPER!!! Bring your contractor! Lots of opportunity to make this house your own! PLEASE USE CAUTION WHEN ENTERING THE PROPERTY! Probate sale-Court confirmation required. 3 bedroom and 2 bathrooms. Easy access to Hwy 101 and SFO. Close to vibrant downtown San Mateo and excellent San Mateo schools!","custom","02","03","2018","14:00","16:00",,,,,,,,,,,,,"02","04","2018","13:00","16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ML81690251","APR-10","CRIA",,,,,,,"This stylish Belmont home offers an inviting bright functional floor plan and is situated on sunny level lot. A large outside deck, which is ideal for entertaining or relaxing, seamlessly connects the indoor living area to the spacious back lawn. This wonderful home has 3 bedrooms and 1 bathroom in total, with one bedroom located upstairs which leads to an expansive attic offering endless possibilities. A sizable living room with a large window allows the outdoors in. A sleek dining area runs off the living room and connects a kitchen that attracts the afternoon sun. The house has been newly painted, freshly landscaped, has refinished hardwood floors and a 1 car garage with an additional storage nook. Residents here enjoy access to top rated Belmont schools, have close proximity to shops, parks, and public transport links and benefit from easy commuter connections to SF & Silicon Valley.","custom","02","03","2018","13:00","16:00",,,,,,,,,,,,,"02","04","2018","13:00","16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.1080granada.com"
"ML81690274","APR-01","CRIA",,,,,,,"Charming Evergreen home in the sought-after Holy Oaks neighborhood! Great floor plan with separate living room, family room and eat-in kitchen. Newer roof, fresh paint throughout and large backyard. Just minutes from shopping, restaurants and top-rated schools. Easy commute to downtown San Jose and all of Silicon Valley.","custom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tours.tourfactory.com/tours/tour.asp?r=MLSListings.com&t=1924930"
